vector_text
"Medicine: Medicine_Name (Medicine_Category, Dosage_Form, Price: Strength_mg, Availability: Classification, Manufacturer: Manufacturer). Animal: Animal_Type (Breed, Age: Age, Gender: Gender, Weight: Weight). Symptoms: all_symptoms. Disease: Disease. Temperature: Body_Temperature°C, Score: Heart_Rate."
"Medicine: acetocillin (analgesic, tablet, Price: 716.0, Availability: prescription, Manufacturer: novartis ag). Animal: cat (persian, Age: 8, Gender: male, Weight: 4.6). Symptoms: appetite loss, vomiting, eye discharge, lethargy. Disease: conjunctivitis. Temperature: 39.0°C, Score: 140."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: cow (hereford, Age: 3, Gender: female, Weight: 650.0). Symptoms: lethargy, fever, decreased milk yield, nasal discharge. Disease: mastitis. Temperature: 39.6°C, Score: 75."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: cow (brahman, Age: 7, Gender: female, Weight: 620.0). Symptoms: fever, coughing, lethargy, decreased milk yield. Disease: mastitis. Temperature: 39.6°C, Score: 81."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: cow (brahman, Age: 3, Gender: female, Weight: 570.0). Symptoms: fever, nasal discharge, lethargy, coughing. Disease: respiratory syncytial virus. Temperature: 39.8°C, Score: 86."
"Medicine: cefvir (antiseptic, inhaler, Price: 381.0, Availability: over-the-counter, Manufacturer: astrazeneca plc). Animal: cow (jersey, Age: 3, Gender: male, Weight: 620.0). Symptoms: diarrhea, lethargy, appetite loss, decreased milk yield. Disease: salmonellosis. Temperature: 39.7°C, Score: 79."
"Medicine: cefvir (antiseptic, inhaler, Price: 381.0, Availability: over-the-counter, Manufacturer: astrazeneca plc). Animal: cow (shorthorn, Age: 5, Gender: male, Weight: 600.0). Symptoms: diarrhea, dehydration, lethargy, loss of appetite. Disease: salmonellosis. Temperature: 39.4°C, Score: 84."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: cow (jersey, Age: 6, Gender: male, Weight: 620.0). Symptoms: weight loss, reduced milk production, lethargy, appetite loss. Disease: tuberculosis. Temperature: 39.4°C, Score: 87."
"Medicine: cefvir (antiseptic, inhaler, Price: 381.0, Availability: over-the-counter, Manufacturer: astrazeneca plc). Animal: dog (chihuahua, Age: 3, Gender: male, Weight: 2.5). Symptoms: sneezing, eye discharge, labored breathing, lethargy. Disease: allergic rhinitis. Temperature: 39.5°C, Score: 131."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (golden retriever, Age: 4, Gender: male, Weight: 30.0). Symptoms: lameness, swelling, appetite loss, fever. Disease: arthritis. Temperature: 39.5°C, Score: 110."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (border collie, Age: 3, Gender: female, Weight: 17.0). Symptoms: coughing, labored breathing, fever, nasal discharge. Disease: bordetella infection. Temperature: 39.4°C, Score: 129."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (bulldog, Age: 5, Gender: female, Weight: 22.0). Symptoms: coughing, lethargy, loss of appetite, fever. Disease: canine cough. Temperature: 39.3°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (bulldog, Age: 5, Gender: male, Weight: 23.0). Symptoms: labored breathing, coughing, nasal discharge, appetite loss. Disease: canine distemper. Temperature: 40.0°C, Score: 115."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (beagle, Age: 2, Gender: female, Weight: 9.0). Symptoms: fever, vomiting, lethargy, skin lesions. Disease: canine distemper. Temperature: 39.2°C, Score: 132."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (labrador retriever, Age: 11, Gender: male, Weight: 35.0). Symptoms: lethargy, loss of appetite, fever, vomiting. Disease: canine distemper. Temperature: 39.3°C, Score: 118."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (doberman pinscher, Age: 6, Gender: male, Weight: 40.0). Symptoms: vomiting, lethargy, loss of appetite, coughing. Disease: canine distemper. Temperature: 39.3°C, Score: 119."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (poodle, Age: 6, Gender: male, Weight: 25.0). Symptoms: lethargy, loss of appetite, coughing, fever. Disease: canine distemper. Temperature: 39.3°C, Score: 110."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (rottweiler, Age: 5, Gender: female, Weight: 40.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine distemper. Temperature: 39.3°C, Score: 122."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 30.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: canine distemper. Temperature: 39.0°C, Score: 130."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (shih tzu, Age: 4, Gender: female, Weight: 7.0). Symptoms: coughing, labored breathing, appetite loss, lethargy. Disease: canine flu. Temperature: 39.3°C, Score: 133."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (yorkshire terrier, Age: 4, Gender: male, Weight: 8.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine heartworm disease. Temperature: 39.2°C, Score: 100."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (akita, Age: 6, Gender: male, Weight: 35.0). Symptoms: lethargy, loss of appetite, fever, vomiting. Disease: canine hepatitis. Temperature: 39.5°C, Score: 130."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (shih tzu, Age: 8, Gender: female, Weight: 8.0). Symptoms: lethargy, vomiting, diarrhea, loss of appetite. Disease: canine hepatitis. Temperature: 39.0°C, Score: 130."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (german shepherd, Age: 4, Gender: male, Weight: 32.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine hepatitis. Temperature: 39.1°C, Score: 130."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (boxer, Age: 3, Gender: female, Weight: 30.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine infectious hepatitis. Temperature: 39.3°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (beagle, Age: 4, Gender: female, Weight: 15.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: canine influenza. Temperature: 39.2°C, Score: 125."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (cocker spaniel, Age: 5, Gender: female, Weight: 20.0). Symptoms: vomiting, lethargy, loss of appetite, fever. Disease: canine leptospirosis. Temperature: 39.2°C, Score: 123."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 33.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine leptospirosis. Temperature: 39.2°C, Score: 118."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (chihuahua, Age: 4, Gender: female, Weight: 3.5). Symptoms: lethargy, vomiting, diarrhea, coughing. Disease: canine parvovirus. Temperature: 39.1°C, Score: 130."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (husky, Age: 9, Gender: male, Weight: 25.0). Symptoms: lethargy, vomiting, diarrhea, loss of appetite. Disease: canine parvovirus. Temperature: 39.1°C, Score: 124."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (poodle, Age: 7, Gender: female, Weight: 15.0). Symptoms: lethargy, vomiting, loss of appetite, diarrhea. Disease: canine parvovirus. Temperature: 39.1°C, Score: 125."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (golden retriever, Age: 7, Gender: male, Weight: 30.0). Symptoms: vomiting, diarrhea, loss of appetite, lethargy. Disease: canine parvovirus. Temperature: 39.5°C, Score: 118."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (rottweiler, Age: 5, Gender: female, Weight: 42.0). Symptoms: lethargy, vomiting, loss of appetite, coughing. Disease: canine parvovirus. Temperature: 39.2°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (german shepherd, Age: 4, Gender: female, Weight: 45.0). Symptoms: lethargy, loss of appetite, coughing, fever. Disease: canine parvovirus. Temperature: 39.4°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (chihuahua, Age: 3, Gender: male, Weight: 6.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: canine parvovirus. Temperature: 39.0°C, Score: 118."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (golden retriever, Age: 5, Gender: male, Weight: 40.0). Symptoms: vomiting, loss of appetite, lethargy, fever. Disease: canine parvovirus. Temperature: 39.2°C, Score: 130."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (golden retriever, Age: 5, Gender: male, Weight: 35.0). Symptoms: coughing, lethargy, loss of appetite, fever. Disease: canine parvovirus. Temperature: 39.2°C, Score: 110."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (dachshund, Age: 7, Gender: male, Weight: 5.5). Symptoms: coughing, labored breathing, lethargy, appetite loss. Disease: chronic bronchitis. Temperature: 39.5°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (beagle, Age: 4, Gender: female, Weight: 25.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: distemper. Temperature: 39.2°C, Score: 120."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (beagle, Age: 1, Gender: male, Weight: 10.0). Symptoms: diarrhea, vomiting, lethargy, appetite loss. Disease: gastroenteritis. Temperature: 39.2°C, Score: 130."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (bulldog, Age: 5, Gender: male, Weight: 22.0). Symptoms: vomiting, appetite loss, fever, diarrhea. Disease: gastroenteritis. Temperature: 39.6°C, Score: 138."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (dachshund, Age: 7, Gender: female, Weight: 8.0). Symptoms: vomiting, diarrhea, weight loss, appetite loss. Disease: gastroenteritis. Temperature: 39.2°C, Score: 120."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (beagle, Age: 5, Gender: male, Weight: 10.0). Symptoms: vomiting, diarrhea, loss of appetite, fever. Disease: gastroenteritis. Temperature: 39.2°C, Score: 132."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (chihuahua, Age: 9, Gender: male, Weight: 2.0). Symptoms: vomiting, loss of appetite, diarrhea, lethargy. Disease: gastroenteritis. Temperature: 39.1°C, Score: 128."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (boxer, Age: 8, Gender: female, Weight: 27.0). Symptoms: vomiting, lethargy, diarrhea, loss of appetite. Disease: gastroenteritis. Temperature: 39.2°C, Score: 131."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (golden retriever, Age: 5, Gender: male, Weight: 32.0). Symptoms: vomiting, diarrhea, loss of appetite, lethargy. Disease: gastroenteritis. Temperature: 39.2°C, Score: 130."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (german shepherd, Age: 5, Gender: male, Weight: 30.0). Symptoms: lethargy, labored breathing, coughing, appetite loss. Disease: heartworm disease. Temperature: 39.6°C, Score: 125."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (poodle, Age: 2, Gender: female, Weight: 12.0). Symptoms: lethargy, appetite loss, coughing, vomiting. Disease: kennel cough. Temperature: 39.4°C, Score: 115."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (poodle, Age: 2, Gender: female, Weight: 8.0). Symptoms: coughing, nasal discharge, appetite loss, lethargy. Disease: kennel cough. Temperature: 39.1°C, Score: 125."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (poodle, Age: 8, Gender: male, Weight: 15.0). Symptoms: coughing, labored breathing, lethargy, appetite loss. Disease: kennel cough. Temperature: 39.3°C, Score: 126."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (german shepherd, Age: 6, Gender: female, Weight: 30.0). Symptoms: coughing, labored breathing, lethargy, loss of appetite. Disease: kennel cough. Temperature: 39.4°C, Score: 125."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (beagle, Age: 6, Gender: male, Weight: 13.0). Symptoms: coughing, labored breathing, nasal discharge, fever. Disease: kennel cough. Temperature: 39.4°C, Score: 127."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (bulldog, Age: 5, Gender: female, Weight: 18.0). Symptoms: lethargy, coughing, loss of appetite, fever. Disease: kennel cough. Temperature: 39.3°C, Score: 115."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (beagle, Age: 5, Gender: male, Weight: 25.0). Symptoms: coughing, loss of appetite, lethargy, fever. Disease: kennel cough. Temperature: 39.2°C, Score: 120."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (pit bull, Age: 4, Gender: female, Weight: 35.0). Symptoms: lethargy, vomiting, loss of appetite, coughing. Disease: leptospirosis. Temperature: 39.0°C, Score: 125."
"Medicine: cefvir (antipyretic, injection, Price: 923.0, Availability: prescription, Manufacturer: biogen inc.). Animal: dog (rottweiler, Age: 3, Gender: female, Weight: 30.0). Symptoms: lethargy, vomiting, loss of appetite, fever. Disease: leptospirosis. Temperature: 39.2°C, Score: 120."
"Medicine: cefvir (analgesic, capsule, Price: 305.0, Availability: prescription, Manufacturer: bristol-myers squibb company). Animal: dog (german shepherd, Age: 3, Gender: female, Weight: 30.0). Symptoms: lameness, fever, skin lesions, lethargy. Disease: lyme disease. Temperature: 39.3°C, Score: 110."
