Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,,Manufactured Date,Expiry Date
Dolostatin,Antibiotic,Cream,652 mg,Johnson & Johnson,Depression,Over-the-Counter,,2021-10-16,2023-05-23
Ibupronazole,Antidepressant,Inhaler,36 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,2023-07-05,2026-04-18
Acetostatin,Antibiotic,Drops,385 mg,Bayer AG,Infection,Over-the-Counter,,2025-06-18,2026-08-29
Amoximet,Antibiotic,Inhaler,925 mg,Bayer AG,Virus,Prescription,,2022-08-10,2025-07-26
Clariprofen,Analgesic,Inhaler,650 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2024-12-23,2027-03-02
Dextromet,Antibiotic,Ointment,766 mg,Novartis AG,Wound,Over-the-Counter,,2024-12-14,2027-10-16
Clarinazole,Antiseptic,Capsule,232 mg,Bayer AG,Infection,Prescription,,2021-03-07,2023-10-19
Amoxiprofen,Antibiotic,Injection,803 mg,GlaxoSmithKline plc,Depression,Prescription,,2022-10-03,2024-01-25
Amoxistatin,Antidepressant,Inhaler,818 mg,Biogen Inc.,Fungus,Over-the-Counter,,2022-11-08,2023-12-02
Ibupromet,Antiviral,Injection,191 mg,Bayer AG,Wound,Over-the-Counter,,2025-06-28,2026-12-21
Metovir,Antiseptic,Inhaler,795 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,2025-07-20,2027-04-24
Dolomet,Analgesic,Drops,239 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2021-04-03,2023-01-20
Clariphen,Antidiabetic,Capsule,607 mg,CSL Limited,Wound,Prescription,,2020-01-23,2021-08-29
Dextrophen,Antipyretic,Cream,111 mg,GlaxoSmithKline plc,Wound,Prescription,,2025-07-14,2026-07-16
Dextrostatin,Antiseptic,Ointment,469 mg,CSL Limited,Diabetes,Prescription,,2020-01-09,2021-11-18
Acetocillin,Antiviral,Cream,335 mg,AbbVie Inc.,Wound,Over-the-Counter,,2021-12-20,2024-01-30
Dolonazole,Antiviral,Syrup,775 mg,CSL Limited,Diabetes,Prescription,,2020-11-25,2023-05-23
Cefmycin,Antipyretic,Drops,966 mg,Bristol-Myers Squibb Company,Depression,Prescription,,2021-04-20,2024-03-13
Acetostatin,Antidiabetic,Tablet,361 mg,AstraZeneca plc,Fever,Over-the-Counter,,2023-12-18,2026-06-20
Dextromycin,Antidepressant,Capsule,946 mg,AbbVie Inc.,Infection,Over-the-Counter,,2021-03-20,2022-08-19
Metostatin,Antiviral,Drops,697 mg,Amgen Inc.,Wound,Over-the-Counter,,2025-04-01,2026-06-02
Ibupromet,Antifungal,Capsule,109 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,,2020-02-19,2021-05-17
Dolophen,Antibiotic,Inhaler,741 mg,Bayer AG,Pain,Over-the-Counter,,2023-09-01,2024-12-11
Claristatin,Antiseptic,Ointment,564 mg,Boehringer Ingelheim GmbH,Infection,Prescription,,2020-03-12,2022-07-27
Acetovir,Antidiabetic,Ointment,231 mg,AstraZeneca plc,Fungus,Prescription,,2023-04-12,2026-03-10
Cefmet,Antidepressant,Tablet,792 mg,Novartis AG,Depression,Prescription,,2021-02-09,2022-07-17
Dolomycin,Antipyretic,Ointment,219 mg,Novartis AG,Wound,Prescription,,2023-11-28,2026-06-10
Cefstatin,Analgesic,Injection,35 mg,AstraZeneca plc,Fever,Over-the-Counter,,2024-07-17,2026-07-10
Cefmycin,Antidiabetic,Cream,230 mg,Amgen Inc.,Depression,Over-the-Counter,,2022-09-14,2025-08-13
Doloprofen,Antiviral,Drops,834 mg,Bristol-Myers Squibb Company,Fungus,Prescription,,2024-01-28,2026-05-31
Amoxiprofen,Analgesic,Injection,168 mg,Roche Holding AG,Fever,Prescription,,2024-01-14,2025-07-23
Clarivir,Antiviral,Syrup,701 mg,CSL Limited,Diabetes,Over-the-Counter,,2022-11-16,2024-07-16
Metophen,Antiviral,Inhaler,340 mg,GlaxoSmithKline plc,Pain,Over-the-Counter,,2021-09-11,2024-04-15
Clarimet,Antiseptic,Tablet,331 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,2020-11-24,2022-02-08
Metonazole,Antiviral,Inhaler,790 mg,Boehringer Ingelheim GmbH,Fungus,Prescription,,2022-01-20,2023-04-20
Dextromet,Antibiotic,Drops,34 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,,2024-09-13,2027-04-03
Metoprofen,Antibiotic,Ointment,543 mg,AbbVie Inc.,Fungus,Over-the-Counter,,2021-09-19,2023-10-11
Dextroprofen,Antidiabetic,Cream,561 mg,Amgen Inc.,Wound,Over-the-Counter,,2024-01-20,2026-09-28
Dolomycin,Antiviral,Capsule,826 mg,Sanofi S.A.,Fever,Prescription,,2023-11-29,2025-09-10
Metophen,Antiviral,Ointment,767 mg,Biogen Inc.,Wound,Over-the-Counter,,2022-07-08,2024-09-15
Dextromet,Antiseptic,Tablet,155 mg,Roche Holding AG,Pain,Over-the-Counter,,2022-11-27,2024-01-12
Cefmycin,Antidiabetic,Capsule,873 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,2023-03-10,2025-01-09
Clarimycin,Analgesic,Inhaler,438 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,,2023-06-10,2024-09-30
Acetoprofen,Antipyretic,Syrup,444 mg,CSL Limited,Fungus,Over-the-Counter,,2021-11-24,2023-01-20
Cefvir,Antiviral,Capsule,52 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter,,2021-03-11,2022-04-23
Ibupromycin,Antibiotic,Injection,670 mg,CSL Limited,Fever,Prescription,,2022-08-12,2024-07-30
Ibuprovir,Antiseptic,Injection,343 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,,2023-01-31,2024-09-17
Amoxinazole,Antibiotic,Cream,901 mg,Novartis AG,Virus,Prescription,,2024-09-30,2025-10-11
Ibupromycin,Antidiabetic,Syrup,971 mg,Pfizer Inc.,Fungus,Over-the-Counter,,2021-05-05,2023-06-02
Dolonazole,Antidiabetic,Injection,81 mg,Roche Holding AG,Virus,Over-the-Counter,,2024-06-19,2027-06-05
Metocillin,Antiviral,Inhaler,339 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,,2024-01-01,2026-07-19
Clarimycin,Antidiabetic,Capsule,534 mg,GlaxoSmithKline plc,Virus,Prescription,,2022-08-08,2025-02-03
Acetoprofen,Antipyretic,Ointment,69 mg,CSL Limited,Fungus,Prescription,,2024-09-09,2026-10-27
Ibupromet,Antiseptic,Tablet,330 mg,Sanofi S.A.,Depression,Prescription,,2024-11-24,2027-04-09
Acetonazole,Antiseptic,Injection,131 mg,Roche Holding AG,Infection,Prescription,,2024-05-04,2027-02-10
Acetomycin,Antidepressant,Inhaler,479 mg,Sanofi S.A.,Fungus,Over-the-Counter,,2025-04-25,2026-12-10
Clarinazole,Antidiabetic,Injection,740 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,2021-02-05,2023-01-26
Acetovir,Antipyretic,Injection,891 mg,Novo Nordisk A/S,Depression,Prescription,,2023-04-29,2025-06-25
Claricillin,Analgesic,Ointment,468 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,,2020-06-10,2022-10-22
Dextrovir,Antidepressant,Capsule,422 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,,2020-01-25,2021-10-28
Acetostatin,Antibiotic,Injection,356 mg,Eli Lilly and Company,Virus,Over-the-Counter,,2025-04-07,2027-07-30
Clarivir,Analgesic,Syrup,726 mg,CSL Limited,Fever,Over-the-Counter,,2020-03-02,2021-03-21
Metostatin,Antidepressant,Injection,467 mg,Novartis AG,Pain,Over-the-Counter,,2025-05-18,2026-12-18
Metostatin,Antiviral,Cream,632 mg,CSL Limited,Fever,Prescription,,2022-02-15,2024-06-22
Acetomet,Antidiabetic,Injection,927 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription,,2021-02-05,2022-06-02
Acetovir,Antibiotic,Capsule,746 mg,CSL Limited,Fever,Over-the-Counter,,2025-02-22,2027-09-05
Ibuprophen,Antidiabetic,Drops,143 mg,Novartis AG,Wound,Over-the-Counter,,2021-04-28,2024-01-18
Amoxiphen,Analgesic,Inhaler,18 mg,Sanofi S.A.,Virus,Over-the-Counter,,2023-01-11,2025-03-21
Metovir,Antifungal,Drops,255 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,,2023-09-16,2025-12-08
Metomet,Antiviral,Inhaler,979 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,,2022-01-28,2024-11-16
Amoxiprofen,Antipyretic,Drops,866 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,2024-02-20,2027-02-18
Amoxivir,Antipyretic,Syrup,74 mg,Eli Lilly and Company,Infection,Over-the-Counter,,2023-10-23,2025-11-23
Claricillin,Antipyretic,Injection,671 mg,Biogen Inc.,Pain,Over-the-Counter,,2022-10-01,2024-06-19
Metomet,Antipyretic,Capsule,227 mg,Novartis AG,Pain,Over-the-Counter,,2022-01-08,2023-12-09
Dolomet,Antiviral,Injection,629 mg,Amgen Inc.,Depression,Over-the-Counter,,2023-12-05,2026-05-09
Dextronazole,Antidepressant,Ointment,671 mg,Boehringer Ingelheim GmbH,Pain,Prescription,,2025-04-18,2028-02-08
Amoximet,Antibiotic,Drops,301 mg,Pfizer Inc.,Depression,Over-the-Counter,,2025-07-08,2028-07-06
Metomycin,Antiviral,Capsule,889 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,2024-02-09,2025-06-20
Claristatin,Antidiabetic,Inhaler,780 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,2021-07-22,2023-02-10
Cefcillin,Antibiotic,Injection,121 mg,GlaxoSmithKline plc,Infection,Prescription,,2022-06-21,2024-11-05
Dolocillin,Analgesic,Tablet,745 mg,Johnson & Johnson,Diabetes,Prescription,,2023-06-17,2025-12-03
Cefmet,Antiseptic,Syrup,100 mg,Novartis AG,Virus,Prescription,,2022-03-31,2025-01-13
Metonazole,Analgesic,Drops,955 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter,,2020-09-26,2022-04-29
Cefphen,Antifungal,Ointment,438 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,,2020-08-13,2022-04-03
Amoxivir,Antidepressant,Inhaler,683 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter,,2020-08-02,2023-02-19
Claristatin,Antibiotic,Ointment,409 mg,Pfizer Inc.,Pain,Prescription,,2020-08-23,2022-08-11
Dolomet,Antiseptic,Ointment,908 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,2022-12-05,2025-01-09
Cefcillin,Analgesic,Ointment,530 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2021-09-11,2024-07-24
Metoprofen,Antidiabetic,Cream,866 mg,Eli Lilly and Company,Wound,Over-the-Counter,,2024-05-11,2026-09-07
Metomycin,Antiviral,Capsule,193 mg,Novartis AG,Wound,Over-the-Counter,,2024-05-17,2026-06-10
Clarimet,Antiviral,Syrup,776 mg,Boehringer Ingelheim GmbH,Fungus,Prescription,,2023-10-24,2025-04-13
Clarimycin,Antidepressant,Cream,39 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2025-01-29,2027-06-19
Clariprofen,Analgesic,Injection,964 mg,Johnson & Johnson,Fungus,Prescription,,2025-04-08,2026-08-29
Acetonazole,Antibiotic,Capsule,401 mg,Novartis AG,Infection,Over-the-Counter,,2020-03-17,2021-11-18
Cefphen,Antiviral,Inhaler,374 mg,Eli Lilly and Company,Depression,Prescription,,2022-04-23,2024-07-05
Acetomycin,Analgesic,Ointment,11 mg,AstraZeneca plc,Wound,Prescription,,2021-09-25,2024-03-18
Amoxivir,Antipyretic,Ointment,470 mg,AbbVie Inc.,Infection,Over-the-Counter,,2025-02-25,2027-01-10
Dextronazole,Antifungal,Cream,699 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,2022-02-12,2024-03-02
Amoximet,Antipyretic,Syrup,286 mg,CSL Limited,Infection,Over-the-Counter,,2024-12-11,2027-09-07
Doloprofen,Antipyretic,Cream,568 mg,Novo Nordisk A/S,Fever,Prescription,,2021-07-31,2024-06-14
Amoximycin,Antidiabetic,Cream,677 mg,Johnson & Johnson,Fever,Over-the-Counter,,2024-04-02,2025-11-21
Dextronazole,Analgesic,Drops,137 mg,AstraZeneca plc,Fever,Prescription,,2022-04-05,2024-04-03
Cefvir,Antidepressant,Tablet,450 mg,Amgen Inc.,Pain,Over-the-Counter,,2020-11-16,2023-05-07
Clarinazole,Antifungal,Syrup,699 mg,Sanofi S.A.,Depression,Over-the-Counter,,2020-06-05,2023-01-22
Clarivir,Antidiabetic,Injection,439 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,,2020-09-28,2023-04-12
Metostatin,Antiseptic,Cream,615 mg,AbbVie Inc.,Fever,Prescription,,2023-09-22,2026-01-31
Cefmycin,Antiviral,Drops,330 mg,Eli Lilly and Company,Infection,Over-the-Counter,,2021-05-31,2024-03-27
Dextrovir,Antipyretic,Drops,600 mg,Biogen Inc.,Fever,Prescription,,2022-01-15,2024-09-17
Cefcillin,Antidiabetic,Injection,316 mg,Boehringer Ingelheim GmbH,Wound,Prescription,,2020-06-03,2022-07-26
Ibuproprofen,Antipyretic,Injection,127 mg,Bayer AG,Fungus,Over-the-Counter,,2020-10-18,2023-06-01
Metoprofen,Antifungal,Capsule,108 mg,"Merck & Co., Inc.",Virus,Prescription,,2024-05-17,2026-11-08
Cefnazole,Antifungal,Cream,470 mg,CSL Limited,Virus,Prescription,,2024-10-15,2026-02-26
Dextronazole,Antibiotic,Capsule,466 mg,Roche Holding AG,Pain,Over-the-Counter,,2021-07-20,2022-09-19
Dextrocillin,Antiseptic,Drops,672 mg,Novo Nordisk A/S,Wound,Prescription,,2021-03-26,2022-06-04
Clarimet,Antidepressant,Injection,920 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2022-05-18,2025-02-20
Cefphen,Antiviral,Syrup,7 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter,,2024-03-14,2025-07-08
Ibupronazole,Antipyretic,Inhaler,213 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2025-03-14,2027-08-05
Dolomet,Antibiotic,Tablet,40 mg,Eli Lilly and Company,Fever,Over-the-Counter,,2021-04-18,2023-09-19
Clarimycin,Antipyretic,Drops,221 mg,Bayer AG,Pain,Over-the-Counter,,2021-10-05,2023-04-22
Acetonazole,Antidiabetic,Cream,821 mg,AstraZeneca plc,Depression,Prescription,,2024-02-17,2026-08-24
Dextroprofen,Analgesic,Inhaler,665 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,2023-10-28,2026-09-18
Metophen,Antifungal,Tablet,684 mg,Johnson & Johnson,Depression,Over-the-Counter,,2021-11-11,2024-05-13
Dextrovir,Antidiabetic,Syrup,163 mg,Novartis AG,Wound,Prescription,,2024-11-23,2026-10-25
Clariphen,Antipyretic,Ointment,631 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,2020-07-02,2022-01-01
Dolophen,Antiviral,Inhaler,953 mg,AbbVie Inc.,Infection,Over-the-Counter,,2021-08-15,2023-12-23
Doloprofen,Antiviral,Cream,586 mg,"Gilead Sciences, Inc.",Fever,Prescription,,2020-06-10,2022-08-13
Clarinazole,Antiseptic,Ointment,163 mg,Novartis AG,Virus,Prescription,,2024-03-26,2025-12-30
Cefstatin,Antiseptic,Syrup,80 mg,Roche Holding AG,Fungus,Over-the-Counter,,2021-10-28,2024-10-09
Dextrocillin,Antiseptic,Drops,996 mg,Biogen Inc.,Pain,Over-the-Counter,,2024-03-05,2025-04-15
Dextroprofen,Antiseptic,Cream,175 mg,Pfizer Inc.,Infection,Over-the-Counter,,2022-12-22,2024-10-16
Ibupromycin,Antipyretic,Drops,155 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,2022-01-27,2024-06-25
Dolomycin,Antidepressant,Syrup,603 mg,"Gilead Sciences, Inc.",Fungus,Prescription,,2020-12-08,2022-12-06
Metoprofen,Analgesic,Capsule,459 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter,,2024-08-20,2025-12-16
Cefmycin,Antiviral,Syrup,192 mg,Johnson & Johnson,Virus,Over-the-Counter,,2025-01-30,2026-04-16
Doloprofen,Antidepressant,Tablet,369 mg,CSL Limited,Wound,Over-the-Counter,,2023-10-04,2025-02-02
Metoprofen,Antibiotic,Capsule,164 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter,,2023-05-05,2025-07-11
Metostatin,Antidiabetic,Capsule,72 mg,Biogen Inc.,Fever,Prescription,,2020-03-25,2022-04-30
Dolovir,Antidepressant,Inhaler,557 mg,Novo Nordisk A/S,Fever,Over-the-Counter,,2023-04-06,2025-03-20
Cefprofen,Antidiabetic,Injection,497 mg,Sanofi S.A.,Virus,Over-the-Counter,,2022-03-18,2025-01-13
Dolostatin,Analgesic,Tablet,922 mg,Biogen Inc.,Fever,Prescription,,2020-12-27,2023-02-12
Dextrovir,Antifungal,Tablet,740 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter,,2023-02-12,2025-01-05
Dextronazole,Antiviral,Cream,239 mg,Bayer AG,Depression,Over-the-Counter,,2021-02-18,2022-05-31
Ibuprovir,Antiseptic,Capsule,856 mg,GlaxoSmithKline plc,Virus,Prescription,,2021-09-05,2023-08-11
Dextrophen,Analgesic,Injection,708 mg,Pfizer Inc.,Fungus,Over-the-Counter,,2022-12-27,2025-08-31
Amoxivir,Antibiotic,Inhaler,942 mg,Sanofi S.A.,Infection,Prescription,,2022-02-24,2023-04-09
Clarivir,Antidiabetic,Drops,551 mg,Amgen Inc.,Virus,Prescription,,2022-04-17,2024-03-26
Amoximet,Antifungal,Inhaler,395 mg,Biogen Inc.,Fever,Over-the-Counter,,2023-07-14,2025-08-26
Amoxiprofen,Antibiotic,Drops,856 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter,,2021-12-08,2024-04-20
Dextrovir,Antiviral,Injection,169 mg,Pfizer Inc.,Diabetes,Over-the-Counter,,2020-05-06,2022-12-08
Dextromet,Antiseptic,Inhaler,291 mg,AbbVie Inc.,Pain,Prescription,,2023-04-24,2024-06-10
Dextrocillin,Antiviral,Injection,645 mg,Biogen Inc.,Diabetes,Prescription,,2020-09-03,2021-12-30
Dolomycin,Analgesic,Drops,608 mg,AbbVie Inc.,Virus,Over-the-Counter,,2024-02-08,2026-03-15
Dolomycin,Analgesic,Ointment,447 mg,Roche Holding AG,Infection,Prescription,,2020-09-21,2023-01-01
Ibupronazole,Antiviral,Ointment,764 mg,AstraZeneca plc,Fever,Over-the-Counter,,2021-09-24,2024-03-06
Cefnazole,Antifungal,Capsule,315 mg,Sanofi S.A.,Fungus,Prescription,,2020-08-29,2021-10-14
Metonazole,Antiviral,Injection,970 mg,Eli Lilly and Company,Fever,Prescription,,2024-02-23,2025-02-22
Acetocillin,Antipyretic,Capsule,16 mg,Amgen Inc.,Pain,Prescription,,2020-05-09,2021-10-16
Dextromet,Antiseptic,Tablet,317 mg,Bayer AG,Infection,Over-the-Counter,,2023-09-15,2025-07-05
Cefprofen,Antidiabetic,Drops,790 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,2022-09-14,2025-05-29
Dolophen,Antidepressant,Capsule,143 mg,Novartis AG,Fungus,Over-the-Counter,,2024-01-22,2025-02-12
Metostatin,Antiseptic,Ointment,444 mg,Eli Lilly and Company,Pain,Over-the-Counter,,2025-05-17,2027-02-10
Metocillin,Antiseptic,Capsule,774 mg,Roche Holding AG,Fungus,Over-the-Counter,,2024-06-30,2026-10-18
Ibupromet,Antibiotic,Syrup,270 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,2023-07-03,2025-04-20
Dolostatin,Antiseptic,Capsule,877 mg,Johnson & Johnson,Wound,Over-the-Counter,,2024-11-13,2027-06-18
Cefmet,Antiviral,Cream,461 mg,Novartis AG,Fever,Prescription,,2020-01-08,2022-08-17
Dolomycin,Antifungal,Syrup,324 mg,Amgen Inc.,Virus,Prescription,,2023-05-01,2025-09-10
Metonazole,Analgesic,Ointment,3 mg,GlaxoSmithKline plc,Diabetes,Prescription,,2023-07-05,2026-05-11
Ibupromet,Antidiabetic,Capsule,815 mg,Bayer AG,Infection,Prescription,,2024-04-16,2026-08-15
Clariphen,Antiseptic,Drops,7 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,,2021-04-13,2023-05-29
Metovir,Antidepressant,Drops,240 mg,GlaxoSmithKline plc,Diabetes,Prescription,,2020-01-15,2022-01-27
Clarinazole,Antiseptic,Drops,432 mg,Roche Holding AG,Fungus,Over-the-Counter,,2024-01-21,2026-10-02
Acetocillin,Antibiotic,Cream,77 mg,Johnson & Johnson,Virus,Prescription,,2022-10-05,2025-08-26
Amoxivir,Antidiabetic,Injection,552 mg,Biogen Inc.,Fever,Prescription,,2023-04-26,2025-09-18
Amoxiphen,Antidiabetic,Tablet,233 mg,Pfizer Inc.,Depression,Over-the-Counter,,2023-08-28,2026-06-14
Acetostatin,Antidepressant,Tablet,407 mg,AbbVie Inc.,Diabetes,Over-the-Counter,,2024-02-20,2027-01-21
Dextroprofen,Antiviral,Syrup,569 mg,Novartis AG,Fever,Prescription,,2021-02-24,2022-08-07
Acetomycin,Antidepressant,Cream,968 mg,Bayer AG,Infection,Prescription,,2024-10-27,2025-11-09
Cefvir,Antiviral,Inhaler,446 mg,Amgen Inc.,Diabetes,Over-the-Counter,,2022-08-16,2024-12-18
Amoximet,Antiviral,Inhaler,980 mg,CSL Limited,Diabetes,Over-the-Counter,,2023-01-28,2024-09-27
Dolonazole,Antipyretic,Injection,844 mg,Amgen Inc.,Infection,Prescription,,2023-03-01,2025-05-08
Amoximycin,Antipyretic,Capsule,187 mg,Sanofi S.A.,Fever,Prescription,,2024-05-08,2026-11-27
Metocillin,Antidepressant,Capsule,21 mg,Bayer AG,Wound,Over-the-Counter,,2022-06-12,2023-06-15
Dextrocillin,Analgesic,Syrup,753 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2024-05-29,2025-12-28
Cefnazole,Antidiabetic,Syrup,461 mg,Johnson & Johnson,Diabetes,Prescription,,2020-02-15,2021-04-03
Dextroprofen,Antiseptic,Injection,713 mg,Novo Nordisk A/S,Fungus,Over-the-Counter,,2020-02-22,2021-05-12
Ibuprovir,Antiseptic,Cream,480 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2023-09-26,2026-03-25
Cefnazole,Antidiabetic,Cream,556 mg,CSL Limited,Pain,Over-the-Counter,,2024-06-14,2025-12-11
Metophen,Antipyretic,Ointment,720 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,,2020-05-05,2023-03-07
Amoximet,Antidiabetic,Injection,754 mg,Pfizer Inc.,Fever,Prescription,,2020-06-21,2022-07-02
Cefmet,Antipyretic,Ointment,220 mg,Novo Nordisk A/S,Wound,Prescription,,2021-10-28,2024-02-18
Dolocillin,Antifungal,Drops,517 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,2022-08-02,2024-03-05
Dolonazole,Analgesic,Drops,560 mg,Novo Nordisk A/S,Pain,Prescription,,2020-08-19,2022-05-11
Amoximet,Antibiotic,Injection,767 mg,Sanofi S.A.,Pain,Prescription,,2024-07-26,2027-04-11
Dolocillin,Antiviral,Capsule,436 mg,GlaxoSmithKline plc,Fungus,Prescription,,2022-09-20,2024-03-27
Ibupromycin,Antiseptic,Syrup,569 mg,AstraZeneca plc,Pain,Over-the-Counter,,2022-06-22,2023-06-23
Metophen,Antipyretic,Drops,476 mg,AstraZeneca plc,Virus,Over-the-Counter,,2024-01-07,2026-08-03
Amoxistatin,Antidepressant,Inhaler,500 mg,Biogen Inc.,Infection,Prescription,,2022-07-08,2024-10-24
Ibuprophen,Antifungal,Inhaler,321 mg,Novartis AG,Infection,Prescription,,2023-06-02,2025-09-03
Amoxiphen,Antidepressant,Drops,921 mg,Boehringer Ingelheim GmbH,Fever,Prescription,,2021-01-09,2023-10-02
Ibupronazole,Antiviral,Tablet,709 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,2021-07-08,2023-08-11
Dolomycin,Antifungal,Injection,767 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,,2024-04-04,2025-08-12
Cefvir,Antipyretic,Inhaler,380 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,2024-10-23,2026-05-27
Clarimet,Antifungal,Capsule,975 mg,Roche Holding AG,Pain,Over-the-Counter,,2020-10-13,2023-03-26
Amoxinazole,Antidiabetic,Capsule,464 mg,Sanofi S.A.,Depression,Prescription,,2022-08-25,2024-04-11
Amoxinazole,Antidepressant,Cream,193 mg,CSL Limited,Infection,Prescription,,2024-04-23,2025-12-10
Dolostatin,Antifungal,Syrup,804 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2020-05-20,2022-07-09
Acetonazole,Antiviral,Drops,328 mg,Amgen Inc.,Virus,Over-the-Counter,,2024-01-27,2025-05-29
Cefvir,Antiviral,Tablet,269 mg,AstraZeneca plc,Infection,Over-the-Counter,,2023-10-17,2026-04-30
Clarivir,Analgesic,Syrup,576 mg,Johnson & Johnson,Infection,Over-the-Counter,,2023-06-29,2024-12-21
Cefmycin,Antiviral,Drops,639 mg,Sanofi S.A.,Wound,Over-the-Counter,,2022-09-13,2025-02-08
Clariprofen,Antidiabetic,Injection,862 mg,Pfizer Inc.,Virus,Over-the-Counter,,2023-01-17,2024-03-28
Amoxicillin,Antidepressant,Cream,376 mg,Biogen Inc.,Fever,Prescription,,2022-12-23,2024-12-28
Cefcillin,Antipyretic,Injection,466 mg,Sanofi S.A.,Pain,Prescription,,2020-02-15,2021-06-18
Dextrophen,Antiviral,Capsule,137 mg,Bayer AG,Depression,Prescription,,2023-07-10,2025-07-26
Acetoprofen,Antibiotic,Tablet,349 mg,Bayer AG,Diabetes,Prescription,,2025-07-16,2026-07-20
Acetomycin,Antiseptic,Drops,480 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,2020-01-08,2021-07-10
Clariprofen,Antiseptic,Cream,111 mg,Bayer AG,Depression,Prescription,,2021-06-17,2022-09-08
Cefmet,Analgesic,Drops,681 mg,"Gilead Sciences, Inc.",Wound,Prescription,,2020-06-12,2023-04-07
Ibupromycin,Analgesic,Ointment,173 mg,Bristol-Myers Squibb Company,Infection,Prescription,,2020-12-12,2023-11-21
Dextromycin,Antibiotic,Injection,348 mg,AstraZeneca plc,Fungus,Over-the-Counter,,2025-05-21,2026-06-12
Cefmycin,Antiseptic,Cream,184 mg,Novartis AG,Virus,Over-the-Counter,,2020-11-12,2023-08-23
Ibuprocillin,Antiseptic,Syrup,581 mg,Boehringer Ingelheim GmbH,Depression,Prescription,,2023-08-07,2025-01-13
