Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
cefstatin,antiviral,capsule,836 mg,boehringer ingelheim gmbh,wound,over-the-counter,,2021-08-08,2024-05-14,836.0
ibuprocillin,antifungal,drops,923 mg,pfizer inc.,virus,over-the-counter,,2023-08-30,2024-12-05,923.0
clarinazole,antiviral,drops,137 mg,abbvie inc.,wound,over-the-counter,,2020-10-06,2022-05-09,137.0
metostatin,antibiotic,drops,151 mg,amgen inc.,fever,over-the-counter,,2021-09-09,2023-11-20,151.0
acetonazole,antifungal,ointment,433 mg,biogen inc.,depression,prescription,,2023-05-23,2025-09-05,433.0
ibuprocillin,antiseptic,ointment,835 mg,eli lilly and company,infection,over-the-counter,,2024-07-17,2026-08-23,835.0
acetomycin,antiviral,injection,989 mg,eli lilly and company,infection,over-the-counter,,2025-04-29,2026-05-11,989.0
cefprofen,antifungal,ointment,310 mg,bayer ag,depression,prescription,,2024-03-11,2026-01-17,310.0
cefnazole,antibiotic,injection,956 mg,novo nordisk a/s,infection,over-the-counter,,2021-04-11,2022-12-01,956.0
clarinazole,antidepressant,injection,327 mg,bayer ag,infection,prescription,,2022-07-03,2023-09-23,327.0
dextroprofen,antiseptic,inhaler,762 mg,novartis ag,virus,prescription,,2020-01-25,2021-09-23,762.0
clarimet,analgesic,drops,126 mg,sanofi s.a.,fungus,prescription,,2023-06-16,2025-05-21,126.0
metonazole,antiviral,capsule,862 mg,biogen inc.,diabetes,over-the-counter,,2024-11-04,2026-06-15,862.0
clarivir,antidiabetic,capsule,678 mg,novartis ag,wound,prescription,,2022-11-04,2024-05-06,678.0
dolophen,antidiabetic,drops,631 mg,teva pharmaceutical industries ltd.,virus,over-the-counter,,2025-03-10,2028-01-24,631.0
dolonazole,antibiotic,ointment,553 mg,boehringer ingelheim gmbh,pain,over-the-counter,,2024-06-26,2026-08-12,553.0
amoxivir,antiseptic,drops,982 mg,sanofi s.a.,virus,prescription,,2021-12-06,2023-03-12,982.0
cefphen,antidiabetic,cream,328 mg,novo nordisk a/s,fungus,prescription,,2021-09-10,2023-07-27,328.0
dextrophen,antidiabetic,cream,81 mg,teva pharmaceutical industries ltd.,infection,prescription,,2020-02-18,2021-06-23,81.0
metoprofen,antidiabetic,inhaler,942 mg,roche holding ag,diabetes,prescription,,2024-06-02,2026-01-02,942.0
cefvir,antibiotic,inhaler,459 mg,bristol-myers squibb company,fever,over-the-counter,,2025-06-09,2027-11-30,459.0
clariprofen,antiseptic,tablet,973 mg,csl limited,fungus,over-the-counter,,2023-05-30,2025-10-01,973.0
metoprofen,antiseptic,ointment,985 mg,roche holding ag,diabetes,prescription,,2024-07-19,2025-09-06,985.0
dolomet,antibiotic,tablet,274 mg,"merck & co., inc.",diabetes,over-the-counter,,2020-11-21,2022-08-15,274.0
acetonazole,antidiabetic,syrup,807 mg,astrazeneca plc,pain,over-the-counter,,2022-06-16,2023-09-06,807.0
acetostatin,antibiotic,tablet,53 mg,abbvie inc.,fungus,over-the-counter,,2024-10-27,2026-06-27,53.0
cefmycin,antiviral,injection,709 mg,johnson & johnson,diabetes,prescription,,2023-08-03,2025-03-14,709.0
metomet,antiseptic,syrup,950 mg,novo nordisk a/s,diabetes,prescription,,2020-10-07,2023-03-20,950.0
dolocillin,antiseptic,ointment,187 mg,sanofi s.a.,virus,prescription,,2021-10-10,2023-10-07,187.0
acetoprofen,antipyretic,drops,111 mg,pfizer inc.,infection,prescription,,2025-02-24,2026-06-14,111.0
acetoprofen,antiseptic,ointment,440 mg,astrazeneca plc,pain,prescription,,2025-04-27,2027-04-28,440.0
cefmycin,antiviral,capsule,220 mg,boehringer ingelheim gmbh,depression,prescription,,2020-07-05,2022-07-29,220.0
amoximycin,analgesic,cream,65 mg,bristol-myers squibb company,depression,over-the-counter,,2023-07-31,2025-06-18,65.0
metovir,antidiabetic,injection,575 mg,takeda pharmaceutical company limited,fever,prescription,,2020-06-25,2023-02-02,575.0
ibupromet,antipyretic,drops,159 mg,bayer ag,wound,over-the-counter,,2022-10-20,2023-11-11,159.0
ibuprovir,antidiabetic,inhaler,712 mg,novo nordisk a/s,virus,prescription,,2021-07-27,2022-12-29,712.0
dolomycin,antidiabetic,ointment,260 mg,boehringer ingelheim gmbh,wound,prescription,,2023-07-31,2025-02-17,260.0
acetostatin,antiseptic,ointment,434 mg,bayer ag,depression,over-the-counter,,2023-02-19,2025-08-23,434.0
acetomet,antipyretic,inhaler,196 mg,eli lilly and company,fungus,over-the-counter,,2025-01-05,2026-04-12,196.0
dextrovir,antiseptic,tablet,481 mg,biogen inc.,wound,over-the-counter,,2021-10-08,2023-08-07,481.0
dextrovir,antidiabetic,cream,830 mg,csl limited,wound,prescription,,2021-01-22,2022-07-02,830.0
ibuprostatin,analgesic,inhaler,972 mg,astrazeneca plc,infection,over-the-counter,,2024-05-30,2027-05-24,972.0
doloprofen,antiseptic,cream,437 mg,abbvie inc.,fever,over-the-counter,,2021-11-15,2024-07-10,437.0
amoxistatin,antiseptic,cream,951 mg,roche holding ag,pain,prescription,,2021-10-13,2024-09-13,951.0
cefvir,analgesic,ointment,475 mg,amgen inc.,pain,prescription,,2024-12-14,2027-02-28,475.0
metoprofen,antibiotic,inhaler,373 mg,amgen inc.,depression,prescription,,2020-02-20,2022-12-24,373.0
dextrostatin,antidepressant,drops,821 mg,bristol-myers squibb company,pain,over-the-counter,,2023-06-26,2024-08-20,821.0
amoximet,antidiabetic,capsule,327 mg,teva pharmaceutical industries ltd.,infection,prescription,,2023-06-26,2025-12-17,327.0
dolostatin,antipyretic,inhaler,48 mg,"gilead sciences, inc.",virus,prescription,,2023-11-21,2026-11-06,48.0
dextrophen,antiviral,ointment,57 mg,teva pharmaceutical industries ltd.,pain,prescription,,2023-09-09,2026-06-05,57.0
metomycin,antibiotic,drops,141 mg,pfizer inc.,fungus,prescription,,2020-02-12,2022-04-22,141.0
ibuprostatin,antidepressant,inhaler,441 mg,boehringer ingelheim gmbh,infection,prescription,,2020-07-08,2022-06-26,441.0
metomet,antiviral,injection,681 mg,novartis ag,infection,over-the-counter,,2024-07-24,2026-11-02,681.0
dextroprofen,antiviral,ointment,343 mg,"gilead sciences, inc.",depression,prescription,,2020-09-07,2023-02-08,343.0
cefnazole,analgesic,tablet,11 mg,takeda pharmaceutical company limited,virus,prescription,,2021-05-06,2022-08-20,11.0
dextromet,antipyretic,capsule,83 mg,roche holding ag,virus,prescription,,2020-09-01,2023-04-27,83.0
dolomycin,antiseptic,injection,107 mg,abbvie inc.,wound,over-the-counter,,2021-11-12,2024-09-11,107.0
dolostatin,antibiotic,cream,732 mg,novartis ag,infection,over-the-counter,,2021-03-12,2023-02-17,732.0
cefmycin,antipyretic,injection,516 mg,"gilead sciences, inc.",virus,over-the-counter,,2021-11-17,2023-02-08,516.0
dextrovir,antibiotic,inhaler,270 mg,bayer ag,wound,over-the-counter,,2025-03-10,2027-04-23,270.0
acetonazole,antiseptic,syrup,191 mg,johnson & johnson,pain,prescription,,2024-07-21,2025-08-28,191.0
amoximycin,antifungal,syrup,897 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2021-01-02,2022-02-03,897.0
amoxivir,antidiabetic,injection,658 mg,eli lilly and company,fever,prescription,,2022-08-28,2025-08-16,658.0
acetovir,analgesic,cream,724 mg,"merck & co., inc.",diabetes,prescription,,2024-11-27,2026-05-23,724.0
cefnazole,antibiotic,injection,38 mg,pfizer inc.,pain,over-the-counter,,2024-12-12,2026-12-30,38.0
cefcillin,antifungal,syrup,733 mg,sanofi s.a.,pain,over-the-counter,,2021-12-17,2024-11-15,733.0
acetocillin,antibiotic,injection,979 mg,johnson & johnson,diabetes,over-the-counter,,2020-06-25,2022-01-25,979.0
acetoprofen,antidepressant,cream,470 mg,pfizer inc.,pain,prescription,,2024-07-25,2026-02-10,470.0
clarimycin,analgesic,cream,129 mg,johnson & johnson,virus,prescription,,2023-06-04,2025-07-04,129.0
cefvir,antiseptic,ointment,379 mg,amgen inc.,fungus,prescription,,2025-03-02,2028-01-14,379.0
cefcillin,analgesic,capsule,491 mg,"merck & co., inc.",pain,over-the-counter,,2021-08-26,2023-03-20,491.0
ibupronazole,antiviral,ointment,21 mg,abbvie inc.,fever,over-the-counter,,2024-08-28,2026-06-11,21.0
dolophen,antipyretic,tablet,711 mg,astrazeneca plc,diabetes,over-the-counter,,2022-10-31,2025-05-23,711.0
cefvir,antidepressant,ointment,564 mg,"gilead sciences, inc.",infection,prescription,,2024-11-12,2026-07-05,564.0
dextrovir,antidiabetic,injection,991 mg,abbvie inc.,fungus,over-the-counter,,2023-09-18,2026-05-02,991.0
cefmycin,antipyretic,ointment,410 mg,teva pharmaceutical industries ltd.,depression,prescription,,2023-10-19,2025-12-20,410.0
acetocillin,antiseptic,drops,635 mg,csl limited,wound,prescription,,2024-02-27,2027-01-15,635.0
claricillin,antidepressant,tablet,679 mg,johnson & johnson,virus,prescription,,2025-07-25,2028-01-27,679.0
metophen,antidiabetic,tablet,975 mg,biogen inc.,diabetes,over-the-counter,,2023-11-29,2025-02-17,975.0
dextromycin,antipyretic,syrup,159 mg,novo nordisk a/s,virus,prescription,,2023-02-03,2024-07-13,159.0
dextrovir,antipyretic,drops,696 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2021-12-23,2023-04-14,696.0
dextrovir,analgesic,syrup,1 mg,novo nordisk a/s,virus,prescription,,2023-03-07,2025-10-27,1.0
dolophen,antibiotic,cream,37 mg,bristol-myers squibb company,depression,prescription,,2022-02-28,2024-08-04,37.0
dolovir,antibiotic,injection,166 mg,csl limited,infection,over-the-counter,,2021-03-27,2023-08-01,166.0
amoxistatin,antidepressant,capsule,988 mg,eli lilly and company,infection,over-the-counter,,2024-04-17,2026-05-20,988.0
metocillin,analgesic,drops,566 mg,bristol-myers squibb company,virus,over-the-counter,,2025-07-16,2027-10-30,566.0
dolomycin,antiviral,ointment,131 mg,sanofi s.a.,wound,prescription,,2022-12-23,2024-09-12,131.0
metoprofen,analgesic,drops,604 mg,biogen inc.,infection,over-the-counter,,2024-11-27,2026-02-23,604.0
amoxicillin,antidiabetic,inhaler,84 mg,teva pharmaceutical industries ltd.,infection,prescription,,2021-05-29,2023-05-30,84.0
dextrovir,antidiabetic,capsule,613 mg,bayer ag,pain,over-the-counter,,2023-06-29,2025-01-29,613.0
cefphen,analgesic,inhaler,897 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2020-03-25,2022-10-06,897.0
clarimycin,antiviral,drops,947 mg,csl limited,fungus,prescription,,2025-05-24,2027-02-17,947.0
clariprofen,antipyretic,syrup,331 mg,biogen inc.,fever,prescription,,2022-08-16,2025-03-09,331.0
acetovir,antibiotic,injection,670 mg,bayer ag,infection,over-the-counter,,2020-04-04,2022-07-03,670.0
dolonazole,antiseptic,drops,180 mg,amgen inc.,diabetes,prescription,,2021-07-06,2023-06-07,180.0
dolophen,antiviral,ointment,90 mg,teva pharmaceutical industries ltd.,virus,prescription,,2023-09-12,2025-07-06,90.0
cefvir,antidiabetic,inhaler,366 mg,bayer ag,fungus,prescription,,2025-06-09,2027-01-08,366.0
dextronazole,antifungal,cream,624 mg,"gilead sciences, inc.",wound,over-the-counter,,2020-08-31,2023-04-16,624.0
metoprofen,antidiabetic,syrup,85 mg,pfizer inc.,wound,over-the-counter,,2022-12-17,2024-02-18,85.0
cefstatin,antiseptic,cream,92 mg,pfizer inc.,virus,over-the-counter,,2022-10-21,2025-07-11,92.0
metomet,antidiabetic,cream,92 mg,sanofi s.a.,infection,over-the-counter,,2022-01-12,2024-05-14,92.0
acetostatin,antipyretic,capsule,747 mg,biogen inc.,diabetes,prescription,,2020-03-05,2022-01-26,747.0
ibupronazole,antiseptic,drops,68 mg,csl limited,virus,over-the-counter,,2025-03-26,2027-09-12,68.0
cefstatin,antiseptic,cream,991 mg,roche holding ag,wound,prescription,,2023-03-25,2025-04-13,991.0
acetocillin,antidiabetic,inhaler,984 mg,pfizer inc.,diabetes,over-the-counter,,2020-02-08,2021-12-18,984.0
cefstatin,analgesic,capsule,67 mg,"merck & co., inc.",pain,prescription,,2024-08-03,2027-04-08,67.0
clarimycin,antipyretic,tablet,157 mg,pfizer inc.,wound,over-the-counter,,2025-04-25,2027-06-16,157.0
metomet,analgesic,syrup,832 mg,roche holding ag,virus,over-the-counter,,2023-07-28,2025-06-03,832.0
clariphen,antifungal,syrup,319 mg,csl limited,wound,prescription,,2022-08-30,2024-12-01,319.0
metonazole,antibiotic,drops,396 mg,bristol-myers squibb company,fungus,prescription,,2022-07-04,2024-07-07,396.0
ibuprophen,antipyretic,capsule,889 mg,roche holding ag,depression,prescription,,2023-08-07,2024-08-10,889.0
clarivir,antidiabetic,syrup,771 mg,abbvie inc.,fever,prescription,,2024-09-18,2026-01-04,771.0
cefmet,antifungal,drops,576 mg,abbvie inc.,depression,prescription,,2022-09-28,2024-03-28,576.0
dextrostatin,antiviral,tablet,686 mg,abbvie inc.,fungus,over-the-counter,,2021-07-18,2024-04-08,686.0
amoxicillin,antifungal,inhaler,823 mg,bayer ag,depression,prescription,,2024-09-25,2026-07-13,823.0
dextronazole,antibiotic,capsule,740 mg,"merck & co., inc.",virus,prescription,,2021-05-04,2024-03-28,740.0
metoprofen,analgesic,cream,505 mg,johnson & johnson,fungus,prescription,,2023-09-22,2026-07-02,505.0
clariprofen,antidiabetic,drops,935 mg,teva pharmaceutical industries ltd.,fever,over-the-counter,,2023-03-08,2024-05-30,935.0
dolomycin,antiseptic,drops,305 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2022-07-10,2023-12-30,305.0
acetostatin,antidepressant,drops,384 mg,amgen inc.,fungus,over-the-counter,,2020-02-29,2022-09-14,384.0
dolostatin,antidiabetic,syrup,138 mg,roche holding ag,virus,prescription,,2024-12-26,2027-09-30,138.0
dolostatin,antiseptic,inhaler,367 mg,"merck & co., inc.",wound,over-the-counter,,2023-06-14,2024-12-13,367.0
cefmet,analgesic,inhaler,998 mg,takeda pharmaceutical company limited,wound,prescription,,2023-08-17,2025-05-09,998.0
cefphen,antiviral,ointment,19 mg,sanofi s.a.,fungus,over-the-counter,,2021-09-24,2024-01-06,19.0
metomet,antidepressant,syrup,994 mg,boehringer ingelheim gmbh,fungus,prescription,,2022-08-29,2023-12-11,994.0
clarinazole,antidepressant,cream,749 mg,bayer ag,virus,prescription,,2023-08-17,2025-02-09,749.0
dextromet,antiviral,ointment,745 mg,roche holding ag,pain,over-the-counter,,2020-08-24,2023-07-25,745.0
dolostatin,antidepressant,injection,661 mg,eli lilly and company,fever,over-the-counter,,2021-01-19,2023-11-12,661.0
metostatin,antibiotic,injection,179 mg,"merck & co., inc.",infection,over-the-counter,,2021-09-18,2023-10-04,179.0
amoxiphen,antibiotic,syrup,879 mg,boehringer ingelheim gmbh,pain,prescription,,2021-01-06,2022-04-28,879.0
dextrostatin,antidepressant,syrup,84 mg,novo nordisk a/s,diabetes,over-the-counter,,2022-01-27,2023-11-08,84.0
clarinazole,antiseptic,capsule,264 mg,biogen inc.,diabetes,over-the-counter,,2021-01-15,2022-05-17,264.0
cefvir,antidepressant,tablet,602 mg,novo nordisk a/s,fever,prescription,,2021-01-16,2022-04-13,602.0
metophen,antidiabetic,ointment,993 mg,takeda pharmaceutical company limited,wound,over-the-counter,,2025-07-18,2028-01-05,993.0
amoximet,antidepressant,syrup,607 mg,bristol-myers squibb company,infection,over-the-counter,,2020-12-31,2023-06-25,607.0
cefprofen,antibiotic,ointment,150 mg,boehringer ingelheim gmbh,infection,over-the-counter,,2021-08-16,2024-06-24,150.0
metocillin,antifungal,tablet,867 mg,teva pharmaceutical industries ltd.,fungus,prescription,,2022-09-28,2025-05-05,867.0
cefvir,antidiabetic,capsule,123 mg,bayer ag,pain,over-the-counter,,2023-10-15,2026-05-21,123.0
metophen,antifungal,ointment,364 mg,bristol-myers squibb company,wound,prescription,,2025-03-11,2027-05-04,364.0
amoxicillin,antipyretic,drops,462 mg,boehringer ingelheim gmbh,wound,prescription,,2022-04-03,2024-12-16,462.0
dolophen,analgesic,cream,160 mg,glaxosmithkline plc,infection,over-the-counter,,2020-03-16,2023-03-08,160.0
acetomycin,antidiabetic,inhaler,518 mg,pfizer inc.,depression,over-the-counter,,2020-11-20,2023-10-12,518.0
dextrostatin,antiviral,capsule,694 mg,amgen inc.,diabetes,over-the-counter,,2021-05-25,2023-10-23,694.0
amoximet,antibiotic,drops,887 mg,csl limited,virus,prescription,,2024-06-30,2027-06-13,887.0
doloprofen,antiviral,injection,974 mg,novo nordisk a/s,depression,prescription,,2023-11-04,2025-07-16,974.0
dextromycin,antifungal,ointment,403 mg,"gilead sciences, inc.",infection,over-the-counter,,2024-11-18,2027-09-02,403.0
dolocillin,antidepressant,drops,614 mg,johnson & johnson,fever,prescription,,2023-04-21,2025-10-03,614.0
cefmet,antiviral,drops,39 mg,bristol-myers squibb company,pain,prescription,,2022-08-05,2023-11-12,39.0
cefmet,antiseptic,tablet,253 mg,roche holding ag,infection,over-the-counter,,2023-05-05,2025-02-08,253.0
acetomycin,analgesic,syrup,785 mg,csl limited,wound,over-the-counter,,2025-02-22,2026-08-09,785.0
dextroprofen,antipyretic,cream,633 mg,glaxosmithkline plc,depression,prescription,,2023-07-24,2025-07-23,633.0
acetoprofen,antiseptic,drops,472 mg,eli lilly and company,wound,prescription,,2020-08-27,2022-09-13,472.0
ibupronazole,antidepressant,inhaler,422 mg,teva pharmaceutical industries ltd.,wound,prescription,,2024-12-23,2026-11-12,422.0
cefvir,antipyretic,capsule,338 mg,novartis ag,infection,prescription,,2023-04-28,2024-12-15,338.0
acetophen,antipyretic,drops,877 mg,teva pharmaceutical industries ltd.,pain,over-the-counter,,2021-02-05,2022-05-06,877.0
cefcillin,antiseptic,drops,385 mg,novo nordisk a/s,fungus,prescription,,2023-06-16,2024-07-12,385.0
amoximycin,antibiotic,inhaler,960 mg,bristol-myers squibb company,pain,prescription,,2023-03-04,2024-04-15,960.0
clarimet,antipyretic,tablet,748 mg,"gilead sciences, inc.",virus,over-the-counter,,2023-10-02,2026-07-15,748.0
metomycin,antiseptic,drops,202 mg,sanofi s.a.,infection,prescription,,2022-12-05,2025-07-23,202.0
ibuprocillin,antibiotic,drops,823 mg,"merck & co., inc.",diabetes,over-the-counter,,2022-12-19,2024-10-24,823.0
metonazole,antibiotic,tablet,960 mg,"merck & co., inc.",wound,over-the-counter,,2020-03-01,2022-03-08,960.0
clarimet,analgesic,drops,248 mg,eli lilly and company,infection,prescription,,2023-07-07,2025-04-28,248.0
amoximycin,antiviral,inhaler,737 mg,abbvie inc.,wound,prescription,,2021-01-09,2022-02-21,737.0
metocillin,antidiabetic,inhaler,431 mg,amgen inc.,fever,prescription,,2024-01-13,2025-01-22,431.0
claricillin,antibiotic,capsule,322 mg,pfizer inc.,depression,prescription,,2021-09-15,2023-09-30,322.0
amoxicillin,antibiotic,cream,246 mg,novo nordisk a/s,pain,over-the-counter,,2020-10-18,2023-09-29,246.0
dextronazole,antiseptic,inhaler,651 mg,roche holding ag,fever,over-the-counter,,2022-06-14,2024-10-30,651.0
acetoprofen,antipyretic,inhaler,611 mg,novartis ag,fever,prescription,,2021-04-29,2022-11-13,611.0
clarimet,antidepressant,injection,456 mg,roche holding ag,infection,prescription,,2024-04-08,2026-07-20,456.0
metomet,antidepressant,cream,955 mg,bristol-myers squibb company,wound,prescription,,2023-01-22,2024-05-21,955.0
amoximycin,antiseptic,tablet,727 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2024-09-19,2025-10-02,727.0
metonazole,analgesic,inhaler,262 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2022-03-24,2024-07-12,262.0
metovir,antipyretic,tablet,33 mg,amgen inc.,infection,over-the-counter,,2022-12-23,2025-02-02,33.0
dolovir,antiviral,drops,400 mg,astrazeneca plc,depression,prescription,,2024-08-28,2027-03-26,400.0
claricillin,analgesic,cream,325 mg,pfizer inc.,wound,over-the-counter,,2024-12-16,2027-10-10,325.0
clarimycin,antidiabetic,syrup,308 mg,pfizer inc.,fever,prescription,,2023-12-17,2025-03-20,308.0
ibuprophen,antiseptic,capsule,715 mg,eli lilly and company,pain,over-the-counter,,2023-01-16,2024-10-09,715.0
cefprofen,antiviral,drops,295 mg,biogen inc.,infection,over-the-counter,,2024-02-01,2025-08-11,295.0
clariphen,antiviral,tablet,500 mg,glaxosmithkline plc,wound,prescription,,2025-04-06,2027-06-23,500.0
cefvir,antidepressant,tablet,359 mg,csl limited,infection,prescription,,2020-10-16,2021-12-12,359.0
amoxinazole,antiseptic,drops,979 mg,bayer ag,virus,prescription,,2020-03-11,2021-06-12,979.0
dolonazole,antiseptic,drops,869 mg,"gilead sciences, inc.",diabetes,over-the-counter,,2021-08-22,2023-06-15,869.0
